"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 17 10:42:28 GMT 2023","Sun Dec 17 10:42:29 GMT 2023","932","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Sun Dec 17 10:42:20 GMT 2023","Sun Dec 17 10:42:20 GMT 2023","61","","Cypress Tests with Docker","","","","should load website",""
"passed","Sun Dec 17 10:42:29 GMT 2023","Sun Dec 17 10:42:30 GMT 2023","916","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Sun Dec 17 10:41:49 GMT 2023","Sun Dec 17 10:41:55 GMT 2023","5681","","Visual Regression","","","","should verify the content of the pdf file",""
"passed","Sun Dec 17 10:42:36 GMT 2023","Sun Dec 17 10:42:37 GMT 2023","1141","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Sun Dec 17 10:42:20 GMT 2023","Sun Dec 17 10:42:20 GMT 2023","334","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
"passed","Sun Dec 17 10:42:19 GMT 2023","Sun Dec 17 10:42:19 GMT 2023","251","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Sun Dec 17 10:41:48 GMT 2023","Sun Dec 17 10:41:49 GMT 2023","433","","Visual Regression","","","","Should load account activity",""
"passed","Sun Dec 17 10:42:27 GMT 2023","Sun Dec 17 10:42:28 GMT 2023","1442","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Sun Dec 17 10:42:05 GMT 2023","Sun Dec 17 10:42:12 GMT 2023","6798","","Verify drag and drop","","","","should able to drag and drop element on Material Angular example page",""
"passed","Sun Dec 17 10:42:20 GMT 2023","Sun Dec 17 10:42:20 GMT 2023","257","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Sun Dec 17 10:41:49 GMT 2023","Sun Dec 17 10:41:49 GMT 2023","345","","Visual Regression","","","","Data table snapshot",""
"passed","Sun Dec 17 10:42:20 GMT 2023","Sun Dec 17 10:42:20 GMT 2023","14","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Sun Dec 17 10:42:02 GMT 2023","Sun Dec 17 10:42:03 GMT 2023","564","","Verify drag and drop","","","","should drag and drop a draggable item - example 1",""
"passed","Sun Dec 17 10:42:19 GMT 2023","Sun Dec 17 10:42:20 GMT 2023","320","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
