"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 24 13:41:42 GMT 2023","Sun Dec 24 13:41:42 GMT 2023","223","","Visual Regression","","","","Should load account activity",""
"passed","Sun Dec 24 13:41:54 GMT 2023","Sun Dec 24 13:41:55 GMT 2023","562","","Verify drag and drop","","","","should drag and drop a draggable item - example 1",""
"passed","Sun Dec 24 13:42:10 GMT 2023","Sun Dec 24 13:42:11 GMT 2023","231","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Sun Dec 24 13:42:17 GMT 2023","Sun Dec 24 13:42:18 GMT 2023","897","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Sun Dec 24 13:42:24 GMT 2023","Sun Dec 24 13:42:25 GMT 2023","1117","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Sun Dec 24 13:42:11 GMT 2023","Sun Dec 24 13:42:11 GMT 2023","14","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Sun Dec 24 13:41:57 GMT 2023","Sun Dec 24 13:42:04 GMT 2023","7445","","Verify drag and drop","","","","should able to drag and drop element on Material Angular example page",""
"passed","Sun Dec 24 13:42:11 GMT 2023","Sun Dec 24 13:42:11 GMT 2023","229","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Sun Dec 24 13:41:42 GMT 2023","Sun Dec 24 13:41:43 GMT 2023","349","","Visual Regression","","","","Data table snapshot",""
"passed","Sun Dec 24 13:42:16 GMT 2023","Sun Dec 24 13:42:17 GMT 2023","1069","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Sun Dec 24 13:42:18 GMT 2023","Sun Dec 24 13:42:19 GMT 2023","827","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Sun Dec 24 13:41:43 GMT 2023","Sun Dec 24 13:41:48 GMT 2023","5575","","Visual Regression","","","","should verify the content of the pdf file",""
"passed","Sun Dec 24 13:42:11 GMT 2023","Sun Dec 24 13:42:11 GMT 2023","260","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
"passed","Sun Dec 24 13:42:11 GMT 2023","Sun Dec 24 13:42:11 GMT 2023","48","","Cypress Tests with Docker","","","","should load website",""
"passed","Sun Dec 24 13:42:11 GMT 2023","Sun Dec 24 13:42:11 GMT 2023","328","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
