"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 16 10:42:33 GMT 2023","Sat Dec 16 10:42:34 GMT 2023","881","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Sat Dec 16 10:42:34 GMT 2023","Sat Dec 16 10:42:35 GMT 2023","831","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Sat Dec 16 10:41:59 GMT 2023","Sat Dec 16 10:42:00 GMT 2023","357","","Visual Regression","","","","Data table snapshot",""
"passed","Sat Dec 16 10:42:32 GMT 2023","Sat Dec 16 10:42:33 GMT 2023","1055","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Sat Dec 16 10:42:26 GMT 2023","Sat Dec 16 10:42:27 GMT 2023","248","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Sat Dec 16 10:42:12 GMT 2023","Sat Dec 16 10:42:12 GMT 2023","416","","Verify drag and drop","","","","should drag and drop a draggable item - example 1",""
"passed","Sat Dec 16 10:42:27 GMT 2023","Sat Dec 16 10:42:27 GMT 2023","247","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
"passed","Sat Dec 16 10:42:00 GMT 2023","Sat Dec 16 10:42:05 GMT 2023","5645","","Visual Regression","","","","should verify the content of the pdf file",""
"passed","Sat Dec 16 10:42:27 GMT 2023","Sat Dec 16 10:42:28 GMT 2023","45","","Cypress Tests with Docker","","","","should load website",""
"passed","Sat Dec 16 10:42:40 GMT 2023","Sat Dec 16 10:42:41 GMT 2023","1109","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Sat Dec 16 10:41:59 GMT 2023","Sat Dec 16 10:41:59 GMT 2023","201","","Visual Regression","","","","Should load account activity",""
"passed","Sat Dec 16 10:42:14 GMT 2023","Sat Dec 16 10:42:20 GMT 2023","6681","","Verify drag and drop","","","","should able to drag and drop element on Material Angular example page",""
"passed","Sat Dec 16 10:42:27 GMT 2023","Sat Dec 16 10:42:27 GMT 2023","220","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Sat Dec 16 10:42:28 GMT 2023","Sat Dec 16 10:42:28 GMT 2023","12","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Sat Dec 16 10:42:27 GMT 2023","Sat Dec 16 10:42:27 GMT 2023","305","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
