"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 21 10:42:06 GMT 2023","Thu Dec 21 10:42:07 GMT 2023","469","","Verify drag and drop","","","","should drag and drop a draggable item - example 1",""
"passed","Thu Dec 21 10:41:54 GMT 2023","Thu Dec 21 10:42:00 GMT 2023","5599","","Visual Regression","","","","should verify the content of the pdf file",""
"passed","Thu Dec 21 10:42:29 GMT 2023","Thu Dec 21 10:42:30 GMT 2023","886","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Thu Dec 21 10:41:54 GMT 2023","Thu Dec 21 10:41:54 GMT 2023","196","","Visual Regression","","","","Should load account activity",""
"passed","Thu Dec 21 10:42:22 GMT 2023","Thu Dec 21 10:42:22 GMT 2023","251","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Thu Dec 21 10:42:28 GMT 2023","Thu Dec 21 10:42:29 GMT 2023","1061","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Thu Dec 21 10:42:22 GMT 2023","Thu Dec 21 10:42:22 GMT 2023","342","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
"passed","Thu Dec 21 10:42:23 GMT 2023","Thu Dec 21 10:42:23 GMT 2023","16","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Thu Dec 21 10:42:08 GMT 2023","Thu Dec 21 10:42:15 GMT 2023","6769","","Verify drag and drop","","","","should able to drag and drop element on Material Angular example page",""
"passed","Thu Dec 21 10:41:54 GMT 2023","Thu Dec 21 10:41:54 GMT 2023","371","","Visual Regression","","","","Data table snapshot",""
"passed","Thu Dec 21 10:42:22 GMT 2023","Thu Dec 21 10:42:23 GMT 2023","270","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Thu Dec 21 10:42:23 GMT 2023","Thu Dec 21 10:42:23 GMT 2023","41","","Cypress Tests with Docker","","","","should load website",""
"passed","Thu Dec 21 10:42:30 GMT 2023","Thu Dec 21 10:42:30 GMT 2023","846","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Thu Dec 21 10:42:35 GMT 2023","Thu Dec 21 10:42:36 GMT 2023","1112","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Thu Dec 21 10:42:22 GMT 2023","Thu Dec 21 10:42:22 GMT 2023","353","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
