"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 21 13:42:32 GMT 2023","Thu Dec 21 13:42:33 GMT 2023","488","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
"passed","Thu Dec 21 13:42:16 GMT 2023","Thu Dec 21 13:42:16 GMT 2023","503","","Verify drag and drop","","","","should drag and drop a draggable item - example 1",""
"passed","Thu Dec 21 13:42:18 GMT 2023","Thu Dec 21 13:42:25 GMT 2023","7202","","Verify drag and drop","","","","should able to drag and drop element on Material Angular example page",""
"passed","Thu Dec 21 13:42:38 GMT 2023","Thu Dec 21 13:42:39 GMT 2023","1027","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Thu Dec 21 13:42:46 GMT 2023","Thu Dec 21 13:42:48 GMT 2023","1121","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Thu Dec 21 13:42:32 GMT 2023","Thu Dec 21 13:42:32 GMT 2023","328","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Thu Dec 21 13:42:39 GMT 2023","Thu Dec 21 13:42:40 GMT 2023","866","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Thu Dec 21 13:42:03 GMT 2023","Thu Dec 21 13:42:03 GMT 2023","246","","Visual Regression","","","","Should load account activity",""
"passed","Thu Dec 21 13:42:33 GMT 2023","Thu Dec 21 13:42:33 GMT 2023","264","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Thu Dec 21 13:42:03 GMT 2023","Thu Dec 21 13:42:04 GMT 2023","451","","Visual Regression","","","","Data table snapshot",""
"passed","Thu Dec 21 13:42:33 GMT 2023","Thu Dec 21 13:42:33 GMT 2023","16","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Thu Dec 21 13:42:33 GMT 2023","Thu Dec 21 13:42:33 GMT 2023","51","","Cypress Tests with Docker","","","","should load website",""
"passed","Thu Dec 21 13:42:04 GMT 2023","Thu Dec 21 13:42:10 GMT 2023","5580","","Visual Regression","","","","should verify the content of the pdf file",""
"passed","Thu Dec 21 13:42:40 GMT 2023","Thu Dec 21 13:42:41 GMT 2023","791","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Thu Dec 21 13:42:32 GMT 2023","Thu Dec 21 13:42:32 GMT 2023","275","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
