"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 19 13:42:51 GMT 2023","Tue Dec 19 13:42:52 GMT 2023","280","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Tue Dec 19 13:42:58 GMT 2023","Tue Dec 19 13:42:59 GMT 2023","924","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Tue Dec 19 13:42:34 GMT 2023","Tue Dec 19 13:42:34 GMT 2023","413","","Verify drag and drop","","","","should drag and drop a draggable item - example 1",""
"passed","Tue Dec 19 13:42:52 GMT 2023","Tue Dec 19 13:42:52 GMT 2023","63","","Cypress Tests with Docker","","","","should load website",""
"passed","Tue Dec 19 13:42:51 GMT 2023","Tue Dec 19 13:42:51 GMT 2023","332","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
"passed","Tue Dec 19 13:42:50 GMT 2023","Tue Dec 19 13:42:51 GMT 2023","327","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Tue Dec 19 13:42:21 GMT 2023","Tue Dec 19 13:42:22 GMT 2023","425","","Visual Regression","","","","Data table snapshot",""
"passed","Tue Dec 19 13:42:21 GMT 2023","Tue Dec 19 13:42:21 GMT 2023","293","","Visual Regression","","","","Should load account activity",""
"passed","Tue Dec 19 13:43:06 GMT 2023","Tue Dec 19 13:43:07 GMT 2023","1110","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Tue Dec 19 13:42:36 GMT 2023","Tue Dec 19 13:42:43 GMT 2023","7158","","Verify drag and drop","","","","should able to drag and drop element on Material Angular example page",""
"passed","Tue Dec 19 13:42:59 GMT 2023","Tue Dec 19 13:43:00 GMT 2023","868","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Tue Dec 19 13:42:52 GMT 2023","Tue Dec 19 13:42:52 GMT 2023","16","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Tue Dec 19 13:42:22 GMT 2023","Tue Dec 19 13:42:27 GMT 2023","5644","","Visual Regression","","","","should verify the content of the pdf file",""
"passed","Tue Dec 19 13:42:57 GMT 2023","Tue Dec 19 13:42:58 GMT 2023","1164","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Tue Dec 19 13:42:51 GMT 2023","Tue Dec 19 13:42:51 GMT 2023","371","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
