"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 12 19:48:55 GMT 2023","Tue Dec 12 19:48:55 GMT 2023","303","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Tue Dec 12 19:48:56 GMT 2023","Tue Dec 12 19:48:56 GMT 2023","24","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Tue Dec 12 19:48:55 GMT 2023","Tue Dec 12 19:48:56 GMT 2023","311","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
"passed","Tue Dec 12 19:48:56 GMT 2023","Tue Dec 12 19:48:56 GMT 2023","282","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Tue Dec 12 19:49:03 GMT 2023","Tue Dec 12 19:49:04 GMT 2023","1230","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Tue Dec 12 19:49:04 GMT 2023","Tue Dec 12 19:49:05 GMT 2023","1284","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Tue Dec 12 19:48:48 GMT 2023","Tue Dec 12 19:48:48 GMT 2023","409","","Visual Regression","","","","Should load account activity",""
"passed","Tue Dec 12 19:49:01 GMT 2023","Tue Dec 12 19:49:03 GMT 2023","1402","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Tue Dec 12 19:48:56 GMT 2023","Tue Dec 12 19:48:56 GMT 2023","51","","Cypress Tests with Docker","","","","should load website",""
"passed","Tue Dec 12 19:48:48 GMT 2023","Tue Dec 12 19:48:49 GMT 2023","758","","Visual Regression","","","","Data table snapshot",""
"passed","Tue Dec 12 19:49:10 GMT 2023","Tue Dec 12 19:49:11 GMT 2023","1125","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Tue Dec 12 19:48:56 GMT 2023","Tue Dec 12 19:48:56 GMT 2023","336","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
