"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 22 13:42:11 GMT 2023","Fri Dec 22 13:42:17 GMT 2023","5707","","Visual Regression","","","","should verify the content of the pdf file",""
"passed","Fri Dec 22 13:42:41 GMT 2023","Fri Dec 22 13:42:41 GMT 2023","43","","Cypress Tests with Docker","","","","should load website",""
"passed","Fri Dec 22 13:42:40 GMT 2023","Fri Dec 22 13:42:40 GMT 2023","319","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
"passed","Fri Dec 22 13:42:48 GMT 2023","Fri Dec 22 13:42:49 GMT 2023","995","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Fri Dec 22 13:42:56 GMT 2023","Fri Dec 22 13:42:57 GMT 2023","1116","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Fri Dec 22 13:42:49 GMT 2023","Fri Dec 22 13:42:50 GMT 2023","949","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Fri Dec 22 13:42:11 GMT 2023","Fri Dec 22 13:42:11 GMT 2023","341","","Visual Regression","","","","Data table snapshot",""
"passed","Fri Dec 22 13:42:40 GMT 2023","Fri Dec 22 13:42:40 GMT 2023","267","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
"passed","Fri Dec 22 13:42:46 GMT 2023","Fri Dec 22 13:42:48 GMT 2023","1607","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Fri Dec 22 13:42:26 GMT 2023","Fri Dec 22 13:42:33 GMT 2023","7025","","Verify drag and drop","","","","should able to drag and drop element on Material Angular example page",""
"passed","Fri Dec 22 13:42:24 GMT 2023","Fri Dec 22 13:42:24 GMT 2023","314","","Verify drag and drop","","","","should drag and drop a draggable item - example 1",""
"passed","Fri Dec 22 13:42:41 GMT 2023","Fri Dec 22 13:42:41 GMT 2023","16","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Fri Dec 22 13:42:10 GMT 2023","Fri Dec 22 13:42:11 GMT 2023","491","","Visual Regression","","","","Should load account activity",""
"passed","Fri Dec 22 13:42:40 GMT 2023","Fri Dec 22 13:42:40 GMT 2023","254","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Fri Dec 22 13:42:40 GMT 2023","Fri Dec 22 13:42:41 GMT 2023","202","","Single Element Snapshot","","","","Should match a single element on the page",""
