"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 25 13:42:41 GMT 2023","Mon Dec 25 13:42:41 GMT 2023","278","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Mon Dec 25 13:42:26 GMT 2023","Mon Dec 25 13:42:33 GMT 2023","6818","","Verify drag and drop","","","","should able to drag and drop element on Material Angular example page",""
"passed","Mon Dec 25 13:42:40 GMT 2023","Mon Dec 25 13:42:40 GMT 2023","321","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
"passed","Mon Dec 25 13:42:48 GMT 2023","Mon Dec 25 13:42:49 GMT 2023","854","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Mon Dec 25 13:42:12 GMT 2023","Mon Dec 25 13:42:13 GMT 2023","390","","Visual Regression","","","","Data table snapshot",""
"passed","Mon Dec 25 13:42:47 GMT 2023","Mon Dec 25 13:42:48 GMT 2023","919","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Mon Dec 25 13:42:24 GMT 2023","Mon Dec 25 13:42:25 GMT 2023","475","","Verify drag and drop","","","","should drag and drop a draggable item - example 1",""
"passed","Mon Dec 25 13:42:40 GMT 2023","Mon Dec 25 13:42:41 GMT 2023","334","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
"passed","Mon Dec 25 13:42:40 GMT 2023","Mon Dec 25 13:42:40 GMT 2023","315","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Mon Dec 25 13:42:41 GMT 2023","Mon Dec 25 13:42:41 GMT 2023","14","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Mon Dec 25 13:42:41 GMT 2023","Mon Dec 25 13:42:41 GMT 2023","62","","Cypress Tests with Docker","","","","should load website",""
"passed","Mon Dec 25 13:42:12 GMT 2023","Mon Dec 25 13:42:12 GMT 2023","292","","Visual Regression","","","","Should load account activity",""
"passed","Mon Dec 25 13:42:46 GMT 2023","Mon Dec 25 13:42:47 GMT 2023","1121","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Mon Dec 25 13:42:55 GMT 2023","Mon Dec 25 13:42:56 GMT 2023","1108","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Mon Dec 25 13:42:13 GMT 2023","Mon Dec 25 13:42:18 GMT 2023","5620","","Visual Regression","","","","should verify the content of the pdf file",""
