"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 26 01:54:39 GMT 2023","Tue Dec 26 01:54:39 GMT 2023","451","","Visual Regression","","","","Should load account activity",""
"passed","Tue Dec 26 01:55:10 GMT 2023","Tue Dec 26 01:55:10 GMT 2023","232","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Tue Dec 26 01:54:53 GMT 2023","Tue Dec 26 01:54:53 GMT 2023","411","","Verify drag and drop","","","","should drag and drop a draggable item - example 1",""
"passed","Tue Dec 26 01:55:27 GMT 2023","Tue Dec 26 01:55:28 GMT 2023","1137","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Tue Dec 26 01:55:10 GMT 2023","Tue Dec 26 01:55:10 GMT 2023","359","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
"passed","Tue Dec 26 01:55:09 GMT 2023","Tue Dec 26 01:55:09 GMT 2023","249","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Tue Dec 26 01:55:09 GMT 2023","Tue Dec 26 01:55:10 GMT 2023","302","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
"passed","Tue Dec 26 01:55:10 GMT 2023","Tue Dec 26 01:55:10 GMT 2023","13","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Tue Dec 26 01:55:16 GMT 2023","Tue Dec 26 01:55:18 GMT 2023","1515","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Tue Dec 26 01:54:39 GMT 2023","Tue Dec 26 01:54:39 GMT 2023","413","","Visual Regression","","","","Data table snapshot",""
"passed","Tue Dec 26 01:55:10 GMT 2023","Tue Dec 26 01:55:10 GMT 2023","54","","Cypress Tests with Docker","","","","should load website",""
"passed","Tue Dec 26 01:54:55 GMT 2023","Tue Dec 26 01:55:02 GMT 2023","7159","","Verify drag and drop","","","","should able to drag and drop element on Material Angular example page",""
"passed","Tue Dec 26 01:55:19 GMT 2023","Tue Dec 26 01:55:20 GMT 2023","986","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Tue Dec 26 01:55:18 GMT 2023","Tue Dec 26 01:55:19 GMT 2023","909","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Tue Dec 26 01:54:39 GMT 2023","Tue Dec 26 01:54:45 GMT 2023","5681","","Visual Regression","","","","should verify the content of the pdf file",""
