"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 12 15:32:24 GMT 2023","Tue Dec 12 15:32:24 GMT 2023","410","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Tue Dec 12 15:32:23 GMT 2023","Tue Dec 12 15:32:23 GMT 2023","417","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Tue Dec 12 15:32:32 GMT 2023","Tue Dec 12 15:32:34 GMT 2023","1256","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Tue Dec 12 15:32:24 GMT 2023","Tue Dec 12 15:32:24 GMT 2023","31","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Tue Dec 12 15:32:23 GMT 2023","Tue Dec 12 15:32:24 GMT 2023","419","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
"passed","Tue Dec 12 15:32:24 GMT 2023","Tue Dec 12 15:32:24 GMT 2023","111","","Cypress Tests with Docker","","","","should load website",""
"passed","Tue Dec 12 15:32:38 GMT 2023","Tue Dec 12 15:32:40 GMT 2023","1128","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Tue Dec 12 15:32:16 GMT 2023","Tue Dec 12 15:32:17 GMT 2023","362","","Visual Regression","","","","Should load account activity",""
"passed","Tue Dec 12 15:32:17 GMT 2023","Tue Dec 12 15:32:17 GMT 2023","689","","Visual Regression","","","","Data table snapshot",""
"passed","Tue Dec 12 15:32:31 GMT 2023","Tue Dec 12 15:32:32 GMT 2023","1241","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Tue Dec 12 15:32:30 GMT 2023","Tue Dec 12 15:32:31 GMT 2023","1406","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Tue Dec 12 15:32:23 GMT 2023","Tue Dec 12 15:32:23 GMT 2023","420","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
