"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 13 07:31:19 GMT 2023","Wed Dec 13 07:31:20 GMT 2023","342","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
"passed","Wed Dec 13 07:31:12 GMT 2023","Wed Dec 13 07:31:13 GMT 2023","277","","Visual Regression","","","","Should load account activity",""
"passed","Wed Dec 13 07:31:20 GMT 2023","Wed Dec 13 07:31:20 GMT 2023","263","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Wed Dec 13 07:31:26 GMT 2023","Wed Dec 13 07:31:28 GMT 2023","1253","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Wed Dec 13 07:31:25 GMT 2023","Wed Dec 13 07:31:26 GMT 2023","1230","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Wed Dec 13 07:31:20 GMT 2023","Wed Dec 13 07:31:20 GMT 2023","23","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Wed Dec 13 07:31:34 GMT 2023","Wed Dec 13 07:31:35 GMT 2023","1192","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Wed Dec 13 07:31:20 GMT 2023","Wed Dec 13 07:31:20 GMT 2023","48","","Cypress Tests with Docker","","","","should load website",""
"passed","Wed Dec 13 07:31:19 GMT 2023","Wed Dec 13 07:31:19 GMT 2023","338","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
"passed","Wed Dec 13 07:31:19 GMT 2023","Wed Dec 13 07:31:19 GMT 2023","392","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Wed Dec 13 07:31:13 GMT 2023","Wed Dec 13 07:31:13 GMT 2023","620","","Visual Regression","","","","Data table snapshot",""
"passed","Wed Dec 13 07:31:28 GMT 2023","Wed Dec 13 07:31:29 GMT 2023","1067","","Visual Regression -Login Page","","","","Mobile Layout",""
