"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 14 19:59:24 GMT 2023","Thu Dec 14 19:59:25 GMT 2023","327","","Visual Regression","","","","Data table snapshot",""
"passed","Thu Dec 14 19:59:36 GMT 2023","Thu Dec 14 19:59:37 GMT 2023","238","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Thu Dec 14 19:59:37 GMT 2023","Thu Dec 14 19:59:37 GMT 2023","261","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
"passed","Thu Dec 14 19:59:37 GMT 2023","Thu Dec 14 19:59:37 GMT 2023","12","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Thu Dec 14 19:59:50 GMT 2023","Thu Dec 14 19:59:51 GMT 2023","1097","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Thu Dec 14 19:59:24 GMT 2023","Thu Dec 14 19:59:24 GMT 2023","197","","Visual Regression","","","","Should load account activity",""
"passed","Thu Dec 14 19:59:25 GMT 2023","Thu Dec 14 19:59:30 GMT 2023","5589","","Visual Regression","","","","should verify the content of the pdf file",""
"passed","Thu Dec 14 19:59:37 GMT 2023","Thu Dec 14 19:59:37 GMT 2023","35","","Cypress Tests with Docker","","","","should load website",""
"passed","Thu Dec 14 19:59:37 GMT 2023","Thu Dec 14 19:59:37 GMT 2023","200","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Thu Dec 14 19:59:44 GMT 2023","Thu Dec 14 19:59:45 GMT 2023","826","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Thu Dec 14 19:59:37 GMT 2023","Thu Dec 14 19:59:37 GMT 2023","248","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
"passed","Thu Dec 14 19:59:42 GMT 2023","Thu Dec 14 19:59:43 GMT 2023","1104","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Thu Dec 14 19:59:43 GMT 2023","Thu Dec 14 19:59:44 GMT 2023","907","","Visual Regression -Login Page","","","","Tablet Layout",""
